Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths,Attributable YLL,Attributable YLD,Attributable DALY
Unsafe injecting practices,Liver cancer,55–64,2011,Females,11.9,332.9,3.7,336.6
Unsafe injecting practices,Liver cancer,55–64,2011,Males,52,1459,15.9,1475
Unsafe injecting practices,Liver cancer,55–64,2011,Persons,63.9,1791.9,19.6,1811.5
Unsafe injecting practices,Liver cancer,55–64,2015,Females,21.4,604.3,6.9,611.2
Unsafe injecting practices,Liver cancer,55–64,2015,Males,77.9,2209.4,28.4,2237.8
Unsafe injecting practices,Liver cancer,55–64,2015,Persons,99.3,2813.7,35.3,2849
Unsafe injecting practices,Liver cancer,55–64,2018,Females,34.1,956.7,8.8,965.4
Unsafe injecting practices,Liver cancer,55–64,2018,Males,93.4,2588.4,32.3,2620.7
Unsafe injecting practices,Liver cancer,55–64,2018,Persons,127.5,3545.1,41.1,3586.2
Unsafe injecting practices,Liver cancer,65–84,2003,Females,23.2,329.8,5,334.8
Unsafe injecting practices,Liver cancer,65–84,2003,Males,53.1,823.8,11.8,835.5
Unsafe injecting practices,Liver cancer,65–84,2003,Persons,76.4,1153.5,16.8,1170.3
Unsafe injecting practices,Liver cancer,65–84,2011,Females,55.1,794.8,11.8,806.6
Unsafe injecting practices,Liver cancer,65–84,2011,Males,108.7,1674.9,28.8,1703.7
Unsafe injecting practices,Liver cancer,65–84,2011,Persons,163.7,2469.7,40.6,2510.3
Unsafe injecting practices,Liver cancer,65–84,2015,Females,83.8,1212.6,18.1,1230.7
Unsafe injecting practices,Liver cancer,65–84,2015,Males,152.9,2397.9,42.9,2440.8
Unsafe injecting practices,Liver cancer,65–84,2015,Persons,236.7,3610.6,60.9,3671.5
Unsafe injecting practices,Liver cancer,65–84,2018,Females,98.1,1490,22.4,1512.4
Unsafe injecting practices,Liver cancer,65–84,2018,Males,222.6,3534.9,60.7,3595.6
Unsafe injecting practices,Liver cancer,65–84,2018,Persons,320.7,5024.9,83.1,5108
Unsafe injecting practices,Liver cancer,85+,2003,Females,6.3,35.8,1.8,37.6
Unsafe injecting practices,Liver cancer,85+,2003,Males,4.5,28.1,1.9,30
Unsafe injecting practices,Liver cancer,85+,2003,Persons,10.8,64,3.7,67.7
Unsafe injecting practices,Liver cancer,85+,2011,Females,21.1,122.4,5.5,127.9
Unsafe injecting practices,Liver cancer,85+,2011,Males,16.8,105.2,5.8,111
Unsafe injecting practices,Liver cancer,85+,2011,Persons,37.9,227.6,11.3,238.9
Unsafe injecting practices,Liver cancer,85+,2015,Females,27.6,153.7,7.7,161.4
Unsafe injecting practices,Liver cancer,85+,2015,Males,33.4,190.4,9.7,200
Unsafe injecting practices,Liver cancer,85+,2015,Persons,61,344.1,17.3,361.5
Unsafe injecting practices,Liver cancer,85+,2018,Females,37.6,210.2,9.9,220.1
Unsafe injecting practices,Liver cancer,85+,2018,Males,43.4,250.3,11.9,262.2
Unsafe injecting practices,Liver cancer,85+,2018,Persons,81,460.5,21.8,482.3
Unsafe sex,Cervical cancer,15–24,2003,Females,0,0,1.7,1.7
Unsafe sex,Cervical cancer,15–24,2003,Persons,0,0,1.7,1.7
Unsafe sex,Cervical cancer,15–24,2011,Females,2,127.8,2.3,130
Unsafe sex,Cervical cancer,15–24,2011,Persons,2,127.8,2.3,130
Unsafe sex,Cervical cancer,15–24,2015,Females,1,62.6,1.9,64.5
Unsafe sex,Cervical cancer,15–24,2015,Persons,1,62.6,1.9,64.5
Unsafe sex,Cervical cancer,15–24,2018,Females,0,0,1.5,1.5
Unsafe sex,Cervical cancer,15–24,2018,Persons,0,0,1.5,1.5
Unsafe sex,Cervical cancer,25–34,2003,Females,18.1,1012.1,30.1,1042.2
Unsafe sex,Cervical cancer,25–34,2003,Persons,18.1,1012.1,30.1,1042.2
Unsafe sex,Cervical cancer,25–34,2011,Females,8.1,457.9,41.9,499.8
Unsafe sex,Cervical cancer,25–34,2011,Persons,8.1,457.9,41.9,499.8
Unsafe sex,Cervical cancer,25–34,2015,Females,11.1,629.3,48.2,677.5
Unsafe sex,Cervical cancer,25–34,2015,Persons,11.1,629.3,48.2,677.5
Unsafe sex,Cervical cancer,25–34,2018,Females,16.2,888.9,50.1,939
Unsafe sex,Cervical cancer,25–34,2018,Persons,16.2,888.9,50.1,939
Unsafe sex,Cervical cancer,35–44,2003,Females,26.5,1240.1,60.2,1300.3
Unsafe sex,Cervical cancer,35–44,2003,Persons,26.5,1240.1,60.2,1300.3
Unsafe sex,Cervical cancer,35–44,2011,Females,32.2,1498.1,64.2,1562.3
Unsafe sex,Cervical cancer,35–44,2011,Persons,32.2,1498.1,64.2,1562.3
Unsafe sex,Cervical cancer,35–44,2015,Females,26.2,1216.8,71.3,1288.2
Unsafe sex,Cervical cancer,35–44,2015,Persons,26.2,1216.8,71.3,1288.2
Unsafe sex,Cervical cancer,35–44,2018,Females,34.3,1570.4,78.2,1648.6
Unsafe sex,Cervical cancer,35–44,2018,Persons,34.3,1570.4,78.2,1648.6
Unsafe sex,Cervical cancer,45–54,2003,Females,37.4,1416.1,59.4,1475.6
Unsafe sex,Cervical cancer,45–54,2003,Persons,37.4,1416.1,59.4,1475.6
Unsafe sex,Cervical cancer,45–54,2011,Females,32.7,1232.6,57.9,1290.5
Unsafe sex,Cervical cancer,45–54,2011,Persons,32.7,1232.6,57.9,1290.5
Unsafe sex,Cervical cancer,45–54,2015,Females,53.2,1995.9,64.8,2060.7
Unsafe sex,Cervical cancer,45–54,2015,Persons,53.2,1995.9,64.8,2060.7
Unsafe sex,Cervical cancer,45–54,2018,Females,31.3,1193.4,67.4,1260.7
Unsafe sex,Cervical cancer,45–54,2018,Persons,31.3,1193.4,67.4,1260.7
Unsafe sex,Cervical cancer,55–64,2003,Females,39.7,1108.8,39.3,1148.1
Unsafe sex,Cervical cancer,55–64,2003,Persons,39.7,1108.8,39.3,1148.1
Unsafe sex,Cervical cancer,55–64,2011,Females,58,1637,48.5,1685.5
Unsafe sex,Cervical cancer,55–64,2011,Persons,58,1637,48.5,1685.5
Unsafe sex,Cervical cancer,55–64,2015,Females,36.6,1020.8,47.4,1068.2
Unsafe sex,Cervical cancer,55–64,2015,Persons,36.6,1020.8,47.4,1068.2
Unsafe sex,Cervical cancer,55–64,2018,Females,44.7,1268.7,47.1,1315.8
Unsafe sex,Cervical cancer,55–64,2018,Persons,44.7,1268.7,47.1,1315.8
Unsafe sex,Cervical cancer,65–84,2003,Females,99.8,1494.8,71.2,1566
Unsafe sex,Cervical cancer,65–84,2003,Persons,99.8,1494.8,71.2,1566
Unsafe sex,Cervical cancer,65–84,2011,Females,75.2,1191.2,62.9,1254.1
Unsafe sex,Cervical cancer,65–84,2011,Persons,75.2,1191.2,62.9,1254.1
Unsafe sex,Cervical cancer,65–84,2015,Females,93,1454.4,64.6,1519.1
Unsafe sex,Cervical cancer,65–84,2015,Persons,93,1454.4,64.6,1519.1
Unsafe sex,Cervical cancer,65–84,2018,Females,83.4,1354.5,68.9,1423.4
Unsafe sex,Cervical cancer,65–84,2018,Persons,83.4,1354.5,68.9,1423.4
Unsafe sex,Cervical cancer,85+,2003,Females,24.9,131.3,19.9,151.1
Unsafe sex,Cervical cancer,85+,2003,Persons,24.9,131.3,19.9,151.1
Unsafe sex,Cervical cancer,85+,2011,Females,27.1,146.9,16.3,163.3
Unsafe sex,Cervical cancer,85+,2011,Persons,27.1,146.9,16.3,163.3
Unsafe sex,Cervical cancer,85+,2015,Females,18,90.5,14.2,104.6
Unsafe sex,Cervical cancer,85+,2015,Persons,18,90.5,14.2,104.6
Unsafe sex,Cervical cancer,85+,2018,Females,25.1,144.4,16.8,161.1
Unsafe sex,Cervical cancer,85+,2018,Persons,25.1,144.4,16.8,161.1
Unsafe sex,Cervical cancer,Under 15,2003,Females,0,0,0,0
Unsafe sex,Cervical cancer,Under 15,2003,Persons,0,0,0,0
Unsafe sex,Cervical cancer,Under 15,2011,Females,0,0,0,0
Unsafe sex,Cervical cancer,Under 15,2011,Persons,0,0,0,0
Unsafe sex,Cervical cancer,Under 15,2015,Females,0,0,0,0
Unsafe sex,Cervical cancer,Under 15,2015,Persons,0,0,0,0
Unsafe sex,Cervical cancer,Under 15,2018,Females,0,0,0,0
Unsafe sex,Cervical cancer,Under 15,2018,Persons,0,0,0,0
Unsafe sex,Chlamydia,15–24,2003,Females,0,0,13.6,13.6
Unsafe sex,Chlamydia,15–24,2003,Males,0,0,0.6,0.6
Unsafe sex,Chlamydia,15–24,2003,Persons,0,0,14.2,14.2
Unsafe sex,Chlamydia,15–24,2011,Females,0,0,14.4,14.4
Unsafe sex,Chlamydia,15–24,2011,Males,0,0,1.1,1.1
Unsafe sex,Chlamydia,15–24,2011,Persons,0,0,15.6,15.6
Unsafe sex,Chlamydia,15–24,2015,Females,0,0,57.4,57.4
Unsafe sex,Chlamydia,15–24,2015,Males,0,0,0.8,0.8
Unsafe sex,Chlamydia,15–24,2015,Persons,0,0,58.2,58.2
Unsafe sex,Chlamydia,15–24,2018,Females,0,0,60.4,60.4
Unsafe sex,Chlamydia,15–24,2018,Males,0,0,0.9,0.9
Unsafe sex,Chlamydia,15–24,2018,Persons,0,0,61.3,61.3
Unsafe sex,Chlamydia,25–34,2003,Females,0,0,30.4,30.4
Unsafe sex,Chlamydia,25–34,2003,Males,0,0,0.4,0.4
Unsafe sex,Chlamydia,25–34,2003,Persons,0,0,30.8,30.8
Unsafe sex,Chlamydia,25–34,2011,Females,0,0,22.9,22.9
Unsafe sex,Chlamydia,25–34,2011,Males,0,0,0.7,0.7
Unsafe sex,Chlamydia,25–34,2011,Persons,0,0,23.6,23.6
Unsafe sex,Chlamydia,25–34,2015,Females,0,0,82,82
Unsafe sex,Chlamydia,25–34,2015,Males,0,0,1,1
Unsafe sex,Chlamydia,25–34,2015,Persons,0,0,83,83
Unsafe sex,Chlamydia,25–34,2018,Females,0,0,90.2,90.2
Unsafe sex,Chlamydia,25–34,2018,Males,0,0,1.4,1.4
Unsafe sex,Chlamydia,25–34,2018,Persons,0,0,91.6,91.6
Unsafe sex,Chlamydia,35–44,2003,Females,0,0,18.7,18.7
Unsafe sex,Chlamydia,35–44,2003,Males,0,0,0.1,0.1
Unsafe sex,Chlamydia,35–44,2003,Persons,0,0,18.8,18.8
Unsafe sex,Chlamydia,35–44,2011,Females,0,0,17.7,17.7
Unsafe sex,Chlamydia,35–44,2011,Males,0,0,0.2,0.2
Unsafe sex,Chlamydia,35–44,2011,Persons,0,0,17.9,17.9
Unsafe sex,Chlamydia,35–44,2015,Females,0,0,57.1,57.1
Unsafe sex,Chlamydia,35–44,2015,Males,0,0,0.3,0.3
Unsafe sex,Chlamydia,35–44,2015,Persons,0,0,57.5,57.5
Unsafe sex,Chlamydia,35–44,2018,Females,0,0,62.9,62.9
Unsafe sex,Chlamydia,35–44,2018,Males,0,0,0.6,0.6
Unsafe sex,Chlamydia,35–44,2018,Persons,0,0,63.4,63.4
Unsafe sex,Chlamydia,45–54,2003,Females,0,0,6.1,6.1
Unsafe sex,Chlamydia,45–54,2003,Males,0,0,0.1,0.1
Unsafe sex,Chlamydia,45–54,2003,Persons,0,0,6.1,6.1
Unsafe sex,Chlamydia,45–54,2011,Females,0,0,5.5,5.5
Unsafe sex,Chlamydia,45–54,2011,Males,0,0,0.1,0.1
Unsafe sex,Chlamydia,45–54,2011,Persons,0,0,5.6,5.6
Unsafe sex,Chlamydia,45–54,2015,Females,0,0,20.6,20.6
Unsafe sex,Chlamydia,45–54,2015,Males,0,0,0.1,0.1
Unsafe sex,Chlamydia,45–54,2015,Persons,0,0,20.8,20.8
Unsafe sex,Chlamydia,45–54,2018,Females,0,0,21.6,21.6
Unsafe sex,Chlamydia,45–54,2018,Males,0,0,0.2,0.2
Unsafe sex,Chlamydia,45–54,2018,Persons,0,0,21.9,21.9
Unsafe sex,Chlamydia,55–64,2003,Females,0,0,2.4,2.4
Unsafe sex,Chlamydia,55–64,2003,Males,0,0,0,0
Unsafe sex,Chlamydia,55–64,2003,Persons,0,0,2.4,2.4
Unsafe sex,Chlamydia,55–64,2011,Females,0,0,1.8,1.8
Unsafe sex,Chlamydia,55–64,2011,Males,0,0,0,0
Unsafe sex,Chlamydia,55–64,2011,Persons,0,0,1.8,1.8
Unsafe sex,Chlamydia,55–64,2015,Females,0,0,18,18
Unsafe sex,Chlamydia,55–64,2015,Males,0,0,0.1,0.1
Unsafe sex,Chlamydia,55–64,2015,Persons,0,0,18,18
Unsafe sex,Chlamydia,55–64,2018,Females,0,0,18.8,18.8
Unsafe sex,Chlamydia,55–64,2018,Males,0,0,0.1,0.1
Unsafe sex,Chlamydia,55–64,2018,Persons,0,0,18.9,18.9
Unsafe sex,Chlamydia,65–84,2003,Females,0,0,1.9,1.9
Unsafe sex,Chlamydia,65–84,2003,Males,0,0.1,0,0.1
Unsafe sex,Chlamydia,65–84,2003,Persons,0,0.1,1.9,2
Unsafe sex,Chlamydia,65–84,2011,Females,0,0,0.6,0.6
Unsafe sex,Chlamydia,65–84,2011,Males,0,0.1,0,0.1
Unsafe sex,Chlamydia,65–84,2011,Persons,0,0.1,0.6,0.7
Unsafe sex,Chlamydia,65–84,2015,Females,0,0,0.9,0.9
Unsafe sex,Chlamydia,65–84,2015,Males,1,12.6,0,12.7
Unsafe sex,Chlamydia,65–84,2015,Persons,1,12.6,0.9,13.6
Unsafe sex,Chlamydia,65–84,2018,Females,0,0,0.8,0.8
Unsafe sex,Chlamydia,65–84,2018,Males,0,0.1,0,0.1
Unsafe sex,Chlamydia,65–84,2018,Persons,0,0.1,0.8,0.9
Unsafe sex,Chlamydia,85+,2003,Females,0,0,0,0
Unsafe sex,Chlamydia,85+,2003,Males,0,0,0,0
Unsafe sex,Chlamydia,85+,2003,Persons,0,0,0,0
Unsafe sex,Chlamydia,85+,2011,Females,0,0,0,0
Unsafe sex,Chlamydia,85+,2011,Males,0,0,0,0
Unsafe sex,Chlamydia,85+,2011,Persons,0,0,0,0
Unsafe sex,Chlamydia,85+,2015,Females,0,0,0.1,0.1
Unsafe sex,Chlamydia,85+,2015,Males,0,0,0,0
Unsafe sex,Chlamydia,85+,2015,Persons,0,0,0.1,0.1
Unsafe sex,Chlamydia,85+,2018,Females,0,0,0.1,0.1
Unsafe sex,Chlamydia,85+,2018,Males,0,0,0,0
Unsafe sex,Chlamydia,85+,2018,Persons,0,0,0.1,0.1
Unsafe sex,Chlamydia,Under 15,2003,Females,0,0,0.9,0.9
Unsafe sex,Chlamydia,Under 15,2003,Males,0,0,0,0
Unsafe sex,Chlamydia,Under 15,2003,Persons,0,0,0.9,0.9
Unsafe sex,Chlamydia,Under 15,2011,Females,0,0,1.6,1.6
Unsafe sex,Chlamydia,Under 15,2011,Males,0,0,0,0
Unsafe sex,Chlamydia,Under 15,2011,Persons,0,0,1.6,1.6
Unsafe sex,Chlamydia,Under 15,2015,Females,0,0,0.2,0.2
Unsafe sex,Chlamydia,Under 15,2015,Males,0,0,0,0
Unsafe sex,Chlamydia,Under 15,2015,Persons,0,0,0.2,0.2
Unsafe sex,Chlamydia,Under 15,2018,Females,0,0,0.3,0.3
Unsafe sex,Chlamydia,Under 15,2018,Males,0,0,0,0
Unsafe sex,Chlamydia,Under 15,2018,Persons,0,0,0.3,0.3
Unsafe sex,Chronic liver disease,15–24,2003,Females,0,0.7,0.1,0.8
Unsafe sex,Chronic liver disease,15–24,2003,Males,0,0.4,0.2,0.5
Unsafe sex,Chronic liver disease,15–24,2003,Persons,0,1.1,0.3,1.4
Unsafe sex,Chronic liver disease,15–24,2011,Females,0,0.5,0.2,0.6
Unsafe sex,Chronic liver disease,15–24,2011,Males,0,1,0.2,1.1
Unsafe sex,Chronic liver disease,15–24,2011,Persons,0,1.4,0.3,1.8
Unsafe sex,Chronic liver disease,15–24,2015,Females,0,0,0.3,0.3
Unsafe sex,Chronic liver disease,15–24,2015,Males,0,0.5,0.2,0.8
Unsafe sex,Chronic liver disease,15–24,2015,Persons,0,0.5,0.5,1
Unsafe sex,Chronic liver disease,15–24,2018,Females,0,0.6,0.3,0.9
Unsafe sex,Chronic liver disease,15–24,2018,Males,0,1.1,0.2,1.4
Unsafe sex,Chronic liver disease,15–24,2018,Persons,0,1.7,0.5,2.3
Unsafe sex,Chronic liver disease,25–34,2003,Females,0,1.6,0.3,1.9
Unsafe sex,Chronic liver disease,25–34,2003,Males,0.1,4,0.4,4.4
Unsafe sex,Chronic liver disease,25–34,2003,Persons,0.1,5.6,0.7,6.3
Unsafe sex,Chronic liver disease,25–34,2011,Females,0.1,4.9,0.3,5.2
Unsafe sex,Chronic liver disease,25–34,2011,Males,0.1,4.2,0.4,4.6
Unsafe sex,Chronic liver disease,25–34,2011,Persons,0.2,9.1,0.8,9.8
Unsafe sex,Chronic liver disease,25–34,2015,Females,0.1,5.4,0.5,6
Unsafe sex,Chronic liver disease,25–34,2015,Males,0.1,7.2,0.5,7.7
Unsafe sex,Chronic liver disease,25–34,2015,Persons,0.2,12.6,1,13.6
Unsafe sex,Chronic liver disease,25–34,2018,Females,0.1,7.6,0.6,8.3
Unsafe sex,Chronic liver disease,25–34,2018,Males,0.1,7.6,0.6,8.2
Unsafe sex,Chronic liver disease,25–34,2018,Persons,0.3,15.3,1.2,16.5
Unsafe sex,Chronic liver disease,35–44,2003,Females,0.2,11.6,0.6,12.1
Unsafe sex,Chronic liver disease,35–44,2003,Males,0.4,19.9,1,20.8
Unsafe sex,Chronic liver disease,35–44,2003,Persons,0.7,31.5,1.5,33
Unsafe sex,Chronic liver disease,35–44,2011,Females,0.3,16.1,0.7,16.8
Unsafe sex,Chronic liver disease,35–44,2011,Males,0.5,23.1,1,24.1
Unsafe sex,Chronic liver disease,35–44,2011,Persons,0.8,39.2,1.8,41
Unsafe sex,Chronic liver disease,35–44,2015,Females,0.4,20,1.1,21.1
Unsafe sex,Chronic liver disease,35–44,2015,Males,0.7,29.8,1.1,31
Unsafe sex,Chronic liver disease,35–44,2015,Persons,1.1,49.8,2.2,52.1
Unsafe sex,Chronic liver disease,35–44,2018,Females,0.4,17.2,1.3,18.5
Unsafe sex,Chronic liver disease,35–44,2018,Males,0.6,27.6,1.6,29.2
Unsafe sex,Chronic liver disease,35–44,2018,Persons,1,44.8,2.9,47.7
Unsafe sex,Chronic liver disease,45–54,2003,Females,0.3,12.7,0.6,13.3
Unsafe sex,Chronic liver disease,45–54,2003,Males,1.2,43.9,1.3,45.2
Unsafe sex,Chronic liver disease,45–54,2003,Persons,1.5,56.6,1.9,58.6
Unsafe sex,Chronic liver disease,45–54,2011,Females,0.7,26.9,1.1,28
Unsafe sex,Chronic liver disease,45–54,2011,Males,1.7,63.1,2.2,65.3
Unsafe sex,Chronic liver disease,45–54,2011,Persons,2.4,90,3.4,93.4
Unsafe sex,Chronic liver disease,45–54,2015,Females,1,35.7,1.7,37.4
Unsafe sex,Chronic liver disease,45–54,2015,Males,2.2,79.7,2.9,82.6
Unsafe sex,Chronic liver disease,45–54,2015,Persons,3.1,115.4,4.6,120
Unsafe sex,Chronic liver disease,45–54,2018,Females,1,37.1,2.3,39.4
Unsafe sex,Chronic liver disease,45–54,2018,Males,2.2,82.8,3.4,86.2
Unsafe sex,Chronic liver disease,45–54,2018,Persons,3.2,119.9,5.7,125.6
Unsafe sex,Chronic liver disease,55–64,2003,Females,0.4,11.6,0.5,12.1
Unsafe sex,Chronic liver disease,55–64,2003,Males,1.4,38.8,1,39.8
Unsafe sex,Chronic liver disease,55–64,2003,Persons,1.8,50.4,1.5,51.9
Unsafe sex,Chronic liver disease,55–64,2011,Females,0.8,21.7,1.2,22.8
Unsafe sex,Chronic liver disease,55–64,2011,Males,2.4,67.3,2.5,69.9
Unsafe sex,Chronic liver disease,55–64,2011,Persons,3.1,89,3.7,92.7
Unsafe sex,Chronic liver disease,55–64,2015,Females,1.5,42.1,2.2,44.3
Unsafe sex,Chronic liver disease,55–64,2015,Males,3.8,107.4,3.6,111.1
Unsafe sex,Chronic liver disease,55–64,2015,Persons,5.3,149.6,5.8,155.4
Unsafe sex,Chronic liver disease,55–64,2018,Females,1.5,43.1,2.7,45.9
Unsafe sex,Chronic liver disease,55–64,2018,Males,3.7,102.7,4.5,107.2
Unsafe sex,Chronic liver disease,55–64,2018,Persons,5.2,145.9,7.2,153
Unsafe sex,Chronic liver disease,65–84,2003,Females,1.1,16.9,0.6,17.5
Unsafe sex,Chronic liver disease,65–84,2003,Males,2.2,35.4,0.9,36.4
Unsafe sex,Chronic liver disease,65–84,2003,Persons,3.3,52.3,1.5,53.9
Unsafe sex,Chronic liver disease,65–84,2011,Females,1.5,23.1,1.2,24.3
Unsafe sex,Chronic liver disease,65–84,2011,Males,3.4,53.1,1.8,54.9
Unsafe sex,Chronic liver disease,65–84,2011,Persons,4.9,76.2,3,79.2
Unsafe sex,Chronic liver disease,65–84,2015,Females,2.3,35.8,2,37.8
Unsafe sex,Chronic liver disease,65–84,2015,Males,4.4,72.4,3.3,75.7
Unsafe sex,Chronic liver disease,65–84,2015,Persons,6.7,108.2,5.3,113.5
Unsafe sex,Chronic liver disease,65–84,2018,Females,2.8,43.8,3.6,47.4
Unsafe sex,Chronic liver disease,65–84,2018,Males,5.3,88.2,5,93.3
Unsafe sex,Chronic liver disease,65–84,2018,Persons,8.1,132,8.6,140.7
Unsafe sex,Chronic liver disease,85+,2003,Females,0.3,1.4,0,1.4
Unsafe sex,Chronic liver disease,85+,2003,Males,0.2,1.4,0,1.5
Unsafe sex,Chronic liver disease,85+,2003,Persons,0.5,2.8,0.1,2.9
Unsafe sex,Chronic liver disease,85+,2011,Females,0.5,2.8,0.1,2.9
Unsafe sex,Chronic liver disease,85+,2011,Males,0.4,2.5,0.1,2.6
Unsafe sex,Chronic liver disease,85+,2011,Persons,0.9,5.4,0.2,5.5
Unsafe sex,Chronic liver disease,85+,2015,Females,0.7,3.5,0.2,3.7
Unsafe sex,Chronic liver disease,85+,2015,Males,0.7,4.2,0.2,4.4
Unsafe sex,Chronic liver disease,85+,2015,Persons,1.4,7.6,0.4,8
Unsafe sex,Chronic liver disease,85+,2018,Females,1,5.8,0.4,6.1
Unsafe sex,Chronic liver disease,85+,2018,Males,0.9,5.4,0.3,5.7
Unsafe sex,Chronic liver disease,85+,2018,Persons,2,11.2,0.7,11.9
Unsafe sex,Gonorrhoea,15–24,2003,Females,0,0,1.8,1.8
Unsafe sex,Gonorrhoea,15–24,2003,Males,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,15–24,2003,Persons,0,0,2,2
Unsafe sex,Gonorrhoea,15–24,2011,Females,0,0,2,2
Unsafe sex,Gonorrhoea,15–24,2011,Males,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,15–24,2011,Persons,0,0,2.2,2.2
Unsafe sex,Gonorrhoea,15–24,2015,Females,0,0,6.5,6.5
Unsafe sex,Gonorrhoea,15–24,2015,Males,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,15–24,2015,Persons,0,0,6.7,6.7
Unsafe sex,Gonorrhoea,15–24,2018,Females,0,0,6.9,6.9
Unsafe sex,Gonorrhoea,15–24,2018,Males,0,0,0.3,0.3
Unsafe sex,Gonorrhoea,15–24,2018,Persons,0,0,7.2,7.2
Unsafe sex,Gonorrhoea,25–34,2003,Females,0,0,7.3,7.3
Unsafe sex,Gonorrhoea,25–34,2003,Males,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,25–34,2003,Persons,0,0,7.5,7.5
Unsafe sex,Gonorrhoea,25–34,2011,Females,0,0,7.1,7.1
Unsafe sex,Gonorrhoea,25–34,2011,Males,0,0.1,0.2,0.3
Unsafe sex,Gonorrhoea,25–34,2011,Persons,0,0.1,7.3,7.3
Unsafe sex,Gonorrhoea,25–34,2015,Females,0,0,15.1,15.1
Unsafe sex,Gonorrhoea,25–34,2015,Males,0,0,0.4,0.4
Unsafe sex,Gonorrhoea,25–34,2015,Persons,0,0,15.6,15.6
Unsafe sex,Gonorrhoea,25–34,2018,Females,0,0,16.8,16.8
Unsafe sex,Gonorrhoea,25–34,2018,Males,0,0.2,0.7,0.9
Unsafe sex,Gonorrhoea,25–34,2018,Persons,0,0.2,17.6,17.7
Unsafe sex,Gonorrhoea,35–44,2003,Females,0,0,4.7,4.7
Unsafe sex,Gonorrhoea,35–44,2003,Males,0,0.1,0.1,0.2
Unsafe sex,Gonorrhoea,35–44,2003,Persons,0,0.1,4.8,4.9
Unsafe sex,Gonorrhoea,35–44,2011,Females,0,0,4.8,4.8
Unsafe sex,Gonorrhoea,35–44,2011,Males,0,0.2,0.1,0.3
Unsafe sex,Gonorrhoea,35–44,2011,Persons,0,0.2,4.9,5.1
Unsafe sex,Gonorrhoea,35–44,2015,Females,0,0,10.3,10.3
Unsafe sex,Gonorrhoea,35–44,2015,Males,0,0.4,0.2,0.6
Unsafe sex,Gonorrhoea,35–44,2015,Persons,0,0.4,10.5,10.8
Unsafe sex,Gonorrhoea,35–44,2018,Females,0,0,11.4,11.4
Unsafe sex,Gonorrhoea,35–44,2018,Males,0,0.1,0.4,0.6
Unsafe sex,Gonorrhoea,35–44,2018,Persons,0,0.1,11.8,12
Unsafe sex,Gonorrhoea,45–54,2003,Females,0,0,0.7,0.7
Unsafe sex,Gonorrhoea,45–54,2003,Males,0,0,0,0
Unsafe sex,Gonorrhoea,45–54,2003,Persons,0,0,0.7,0.7
Unsafe sex,Gonorrhoea,45–54,2011,Females,0,0,0.7,0.7
Unsafe sex,Gonorrhoea,45–54,2011,Males,0,0,0.1,0.1
Unsafe sex,Gonorrhoea,45–54,2011,Persons,0,0,0.7,0.7
Unsafe sex,Gonorrhoea,45–54,2015,Females,0,0,2.2,2.2
Unsafe sex,Gonorrhoea,45–54,2015,Males,0,0,0.1,0.1
Unsafe sex,Gonorrhoea,45–54,2015,Persons,0,0,2.3,2.3
Unsafe sex,Gonorrhoea,45–54,2018,Females,0,0,2.3,2.3
Unsafe sex,Gonorrhoea,45–54,2018,Males,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,45–54,2018,Persons,0,0,2.6,2.6
Unsafe sex,Gonorrhoea,55–64,2003,Females,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,55–64,2003,Males,0,0,0,0
Unsafe sex,Gonorrhoea,55–64,2003,Persons,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,55–64,2011,Females,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,55–64,2011,Males,0,0,0,0
Unsafe sex,Gonorrhoea,55–64,2011,Persons,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,55–64,2015,Females,0,0,1.7,1.7
Unsafe sex,Gonorrhoea,55–64,2015,Males,0,0,0,0
Unsafe sex,Gonorrhoea,55–64,2015,Persons,0,0,1.8,1.8
Unsafe sex,Gonorrhoea,55–64,2018,Females,0,0,1.8,1.8
Unsafe sex,Gonorrhoea,55–64,2018,Males,0,0,0.1,0.1
Unsafe sex,Gonorrhoea,55–64,2018,Persons,0,0,1.9,1.9
Unsafe sex,Gonorrhoea,65–84,2003,Females,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,65–84,2003,Males,0,0,0,0
Unsafe sex,Gonorrhoea,65–84,2003,Persons,0,0,0.2,0.2
Unsafe sex,Gonorrhoea,65–84,2011,Females,0,0,0.1,0.1
Unsafe sex,Gonorrhoea,65–84,2011,Males,0,0,0,0
Unsafe sex,Gonorrhoea,65–84,2011,Persons,0,0,0.1,0.1
Unsafe sex,Gonorrhoea,65–84,2015,Females,0,0,0.1,0.1
Unsafe sex,Gonorrhoea,65–84,2015,Males,0,0,0,0
Unsafe sex,Gonorrhoea,65–84,2015,Persons,0,0,0.1,0.1
Unsafe sex,Gonorrhoea,65–84,2018,Females,0,0,0.1,0.1
